value,?1,counter,?2,?3,ratio,?5,cdcl,adjacency,clause,decision,sat
976200565,,L1-dcache-loads:u,421412056,100.00,,,true,list,counting,random,false
102329170,,L1-dcache-load-misses:u,421412056,100.00,10.48,of all L1-dcache accesses,true,list,counting,random,false
470519644,,branches:u,421412056,100.00,,,true,list,counting,random,false
9069300,,branch-misses:u,421412056,100.00,1.93,of all branches,true,list,counting,random,false
1299,,page-faults:u,421409667,100.00,,,true,list,counting,random,false
2356623788,,instructions:u,456674347,100.00,,,true,list,counting,random,false
1040385018,,L1-dcache-loads:u,456674347,100.00,,,true,list,counting,random,false
109947845,,L1-dcache-load-misses:u,456674347,100.00,10.57,of all L1-dcache accesses,true,list,counting,random,false
500957183,,branches:u,456674347,100.00,,,true,list,counting,random,false
9556038,,branch-misses:u,456674347,100.00,1.91,of all branches,true,list,counting,random,false
1317,,page-faults:u,456663180,100.00,,,true,list,counting,random,false
112397945,,instructions:u,19022505,100.00,,,true,list,counting,JW_static,true
44453756,,L1-dcache-loads:u,19022505,100.00,,,true,list,counting,JW_static,true
2665595,,L1-dcache-load-misses:u,19022505,100.00,6.00,of all L1-dcache accesses,true,list,counting,JW_static,true
24069649,,branches:u,19022505,100.00,,,true,list,counting,JW_static,true
604997,,branch-misses:u,19022505,100.00,2.51,of all branches,true,list,counting,JW_static,true
757,,page-faults:u,19018516,100.00,,,true,list,counting,JW_static,true
114870978,,instructions:u,19222339,100.00,,,true,list,counting,JW_static,true
45570451,,L1-dcache-loads:u,19222339,100.00,,,true,list,counting,JW_static,true
2676288,,L1-dcache-load-misses:u,19222339,100.00,5.87,of all L1-dcache accesses,true,list,counting,JW_static,true
24738037,,branches:u,19222339,100.00,,,true,list,counting,JW_static,true
602297,,branch-misses:u,19222339,100.00,2.43,of all branches,true,list,counting,JW_static,true
758,,page-faults:u,19215960,100.00,,,true,list,counting,JW_static,true
49261070,,instructions:u,8214423,100.00,,,true,list,counting,JW_static,true
17197909,,L1-dcache-loads:u,8214423,100.00,,,true,list,counting,JW_static,true
747333,,L1-dcache-load-misses:u,8214423,100.00,4.35,of all L1-dcache accesses,true,list,counting,JW_static,true
10305371,,branches:u,8214423,100.00,,,true,list,counting,JW_static,true
202168,,branch-misses:u,8214423,100.00,1.96,of all branches,true,list,counting,JW_static,true
760,,page-faults:u,8209790,100.00,,,true,list,counting,JW_static,true
34898021,,instructions:u,5667931,100.00,,,true,list,counting,JW_static,true
11101153,,L1-dcache-loads:u,5667931,100.00,,,true,list,counting,JW_static,true
373195,,L1-dcache-load-misses:u,5667931,100.00,3.36,of all L1-dcache accesses,true,list,counting,JW_static,true
7135334,,branches:u,5667931,100.00,,,true,list,counting,JW_static,true
104501,,branch-misses:u,5667931,100.00,1.46,of all branches,true,list,counting,JW_static,true
757,,page-faults:u,5664797,100.00,,,true,list,counting,JW_static,true
105422227,,instructions:u,18067518,100.00,,,true,list,counting,JW_static,true
41474980,,L1-dcache-loads:u,18067518,100.00,,,true,list,counting,JW_static,true
1776771,,L1-dcache-load-misses:u,18067518,100.00,4.28,of all L1-dcache accesses,true,list,counting,JW_static,true
22604414,,branches:u,18067518,100.00,,,true,list,counting,JW_static,true
530222,,branch-misses:u,18067518,100.00,2.35,of all branches,true,list,counting,JW_static,true
754,,page-faults:u,18061586,100.00,,,true,list,counting,JW_static,true
251695737,,instructions:u,44970493,100.00,,,true,list,counting,JW_static,false
104245401,,L1-dcache-loads:u,44970493,100.00,,,true,list,counting,JW_static,false
8204359,,L1-dcache-load-misses:u,44970493,100.00,7.87,of all L1-dcache accesses,true,list,counting,JW_static,false
54549085,,branches:u,44970493,100.00,,,true,list,counting,JW_static,false
1301730,,branch-misses:u,44970493,100.00,2.39,of all branches,true,list,counting,JW_static,false
756,,page-faults:u,44967054,100.00,,,true,list,counting,JW_static,false
1233862505,,instructions:u,236236655,100.00,,,true,list,counting,JW_static,false
538685763,,L1-dcache-loads:u,236236655,100.00,,,true,list,counting,JW_static,false
53487878,,L1-dcache-load-misses:u,236236655,100.00,9.93,of all L1-dcache accesses,true,list,counting,JW_static,false
263765607,,branches:u,236236655,100.00,,,true,list,counting,JW_static,false
5319831,,branch-misses:u,236236655,100.00,2.02,of all branches,true,list,counting,JW_static,false
1203,,page-faults:u,236212821,100.00,,,true,list,counting,JW_static,false
151646350,,instructions:u,25901768,100.00,,,true,list,counting,JW_static,false
60817106,,L1-dcache-loads:u,25901768,100.00,,,true,list,counting,JW_static,false
4271315,,L1-dcache-load-misses:u,25901768,100.00,7.02,of all L1-dcache accesses,true,list,counting,JW_static,false
32823562,,branches:u,25901768,100.00,,,true,list,counting,JW_static,false
793919,,branch-misses:u,25901768,100.00,2.42,of all branches,true,list,counting,JW_static,false
759,,page-faults:u,25895744,100.00,,,true,list,counting,JW_static,false
358661767,,instructions:u,64145709,100.00,,,true,list,counting,JW_static,false
151363344,,L1-dcache-loads:u,64145709,100.00,,,true,list,counting,JW_static,false
13127617,,L1-dcache-load-misses:u,64145709,100.00,8.67,of all L1-dcache accesses,true,list,counting,JW_static,false
77310090,,branches:u,64145709,100.00,,,true,list,counting,JW_static,false
1833271,,branch-misses:u,64145709,100.00,2.37,of all branches,true,list,counting,JW_static,false
827,,page-faults:u,64133580,100.00,,,true,list,counting,JW_static,false
124212029,,instructions:u,21070200,100.00,,,true,list,counting,JW_static,false
49071543,,L1-dcache-loads:u,21070200,100.00,,,true,list,counting,JW_static,false
3249445,,L1-dcache-load-misses:u,21070200,100.00,6.62,of all L1-dcache accesses,true,list,counting,JW_static,false
26799097,,branches:u,21070200,100.00,,,true,list,counting,JW_static,false
644688,,branch-misses:u,21070200,100.00,2.41,of all branches,true,list,counting,JW_static,false
763,,page-faults:u,21065743,100.00,,,true,list,counting,JW_static,false
105391794,,instructions:u,16969813,100.00,,,true,list,counting,VSIDS,true
37253886,,L1-dcache-loads:u,16969813,100.00,,,true,list,counting,VSIDS,true
1718343,,L1-dcache-load-misses:u,16969813,100.00,4.61,of all L1-dcache accesses,true,list,counting,VSIDS,true
22337101,,branches:u,16969813,100.00,,,true,list,counting,VSIDS,true
473946,,branch-misses:u,16969813,100.00,2.12,of all branches,true,list,counting,VSIDS,true
753,,page-faults:u,16968476,100.00,,,true,list,counting,VSIDS,true
128000230,,instructions:u,21115607,100.00,,,true,list,counting,VSIDS,true
45966560,,L1-dcache-loads:u,21115607,100.00,,,true,list,counting,VSIDS,true
2224761,,L1-dcache-load-misses:u,21115607,100.00,4.84,of all L1-dcache accesses,true,list,counting,VSIDS,true
27171594,,branches:u,21115607,100.00,,,true,list,counting,VSIDS,true
584047,,branch-misses:u,21115607,100.00,2.15,of all branches,true,list,counting,VSIDS,true
760,,page-faults:u,21112919,100.00,,,true,list,counting,VSIDS,true
83741270,,instructions:u,13795683,100.00,,,true,list,counting,VSIDS,true
29081642,,L1-dcache-loads:u,13795683,100.00,,,true,list,counting,VSIDS,true
1300572,,L1-dcache-load-misses:u,13795683,100.00,4.47,of all L1-dcache accesses,true,list,counting,VSIDS,true
17667257,,branches:u,13795683,100.00,,,true,list,counting,VSIDS,true
358477,,branch-misses:u,13795683,100.00,2.03,of all branches,true,list,counting,VSIDS,true
764,,page-faults:u,13792606,100.00,,,true,list,counting,VSIDS,true
157502970,,instructions:u,26293977,100.00,,,true,list,counting,VSIDS,true
57614034,,L1-dcache-loads:u,26293977,100.00,,,true,list,counting,VSIDS,true
3023202,,L1-dcache-load-misses:u,26293977,100.00,5.25,of all L1-dcache accesses,true,list,counting,VSIDS,true
33454289,,branches:u,26293977,100.00,,,true,list,counting,VSIDS,true
732888,,branch-misses:u,26293977,100.00,2.19,of all branches,true,list,counting,VSIDS,true
761,,page-faults:u,26293194,100.00,,,true,list,counting,VSIDS,true
55707622,,instructions:u,8742682,100.00,,,true,list,counting,VSIDS,true
18618065,,L1-dcache-loads:u,8742682,100.00,,,true,list,counting,VSIDS,true
755691,,L1-dcache-load-misses:u,8742682,100.00,4.06,of all L1-dcache accesses,true,list,counting,VSIDS,true
11620713,,branches:u,8742682,100.00,,,true,list,counting,VSIDS,true
211987,,branch-misses:u,8742682,100.00,1.82,of all branches,true,list,counting,VSIDS,true
747,,page-faults:u,8741398,100.00,,,true,list,counting,VSIDS,true
237907034,,instructions:u,42837997,100.00,,,true,list,counting,VSIDS,false
94933264,,L1-dcache-loads:u,42837997,100.00,,,true,list,counting,VSIDS,false
6643332,,L1-dcache-load-misses:u,42837997,100.00,7.00,of all L1-dcache accesses,true,list,counting,VSIDS,false
51486898,,branches:u,42837997,100.00,,,true,list,counting,VSIDS,false
1192637,,branch-misses:u,42837997,100.00,2.32,of all branches,true,list,counting,VSIDS,false
968,,page-faults:u,42833338,100.00,,,true,list,counting,VSIDS,false
589586174,,instructions:u,109807390,100.00,,,true,list,counting,VSIDS,false
246100774,,L1-dcache-loads:u,109807390,100.00,,,true,list,counting,VSIDS,false
20682379,,L1-dcache-load-misses:u,109807390,100.00,8.40,of all L1-dcache accesses,true,list,counting,VSIDS,false
126786389,,branches:u,109807390,100.00,,,true,list,counting,VSIDS,false
2679698,,branch-misses:u,109807390,100.00,2.11,of all branches,true,list,counting,VSIDS,false
1315,,page-faults:u,109795516,100.00,,,true,list,counting,VSIDS,false
338866126,,instructions:u,61948523,100.00,,,true,list,counting,VSIDS,false
138419723,,L1-dcache-loads:u,61948523,100.00,,,true,list,counting,VSIDS,false
10717581,,L1-dcache-load-misses:u,61948523,100.00,7.74,of all L1-dcache accesses,true,list,counting,VSIDS,false
73037171,,branches:u,61948523,100.00,,,true,list,counting,VSIDS,false
1648137,,branch-misses:u,61948523,100.00,2.26,of all branches,true,list,counting,VSIDS,false
1101,,page-faults:u,61937021,100.00,,,true,list,counting,VSIDS,false
145276632,,instructions:u,24761213,100.00,,,true,list,counting,VSIDS,false
56083497,,L1-dcache-loads:u,24761213,100.00,,,true,list,counting,VSIDS,false
3624113,,L1-dcache-load-misses:u,24761213,100.00,6.46,of all L1-dcache accesses,true,list,counting,VSIDS,false
31194679,,branches:u,24761213,100.00,,,true,list,counting,VSIDS,false
714154,,branch-misses:u,24761213,100.00,2.29,of all branches,true,list,counting,VSIDS,false
772,,page-faults:u,24760143,100.00,,,true,list,counting,VSIDS,false
160529552,,instructions:u,28216794,100.00,,,true,list,counting,VSIDS,false
62396053,,L1-dcache-loads:u,28216794,100.00,,,true,list,counting,VSIDS,false
3970363,,L1-dcache-load-misses:u,28216794,100.00,6.36,of all L1-dcache accesses,true,list,counting,VSIDS,false
34662163,,branches:u,28216794,100.00,,,true,list,counting,VSIDS,false
817942,,branch-misses:u,28216794,100.00,2.36,of all branches,true,list,counting,VSIDS,false
815,,page-faults:u,28213045,100.00,,,true,list,counting,VSIDS,false
578126518,,instructions:u,120799798,100.00,,,true,list,watched_literals,trivial,true
229697841,,L1-dcache-loads:u,120799798,100.00,,,true,list,watched_literals,trivial,true
12725083,,L1-dcache-load-misses:u,120799798,100.00,5.54,of all L1-dcache accesses,true,list,watched_literals,trivial,true
145437156,,branches:u,120799798,100.00,,,true,list,watched_literals,trivial,true
5548796,,branch-misses:u,120799798,100.00,3.82,of all branches,true,list,watched_literals,trivial,true
749,,page-faults:u,120797200,100.00,,,true,list,watched_literals,trivial,true
291338977,,instructions:u,56422007,100.00,,,true,list,watched_literals,trivial,true
113150684,,L1-dcache-loads:u,56422007,100.00,,,true,list,watched_literals,trivial,true
5598550,,L1-dcache-load-misses:u,56422007,100.00,4.95,of all L1-dcache accesses,true,list,watched_literals,trivial,true
72053125,,branches:u,56422007,100.00,,,true,list,watched_literals,trivial,true
2589274,,branch-misses:u,56422007,100.00,3.59,of all branches,true,list,watched_literals,trivial,true
756,,page-faults:u,56419167,100.00,,,true,list,watched_literals,trivial,true
1839179429,,instructions:u,457809109,100.00,,,true,list,watched_literals,trivial,true
750265053,,L1-dcache-loads:u,457809109,100.00,,,true,list,watched_literals,trivial,true
47350822,,L1-dcache-load-misses:u,457809109,100.00,6.31,of all L1-dcache accesses,true,list,watched_literals,trivial,true
481236767,,branches:u,457809109,100.00,,,true,list,watched_literals,trivial,true
20775842,,branch-misses:u,457809109,100.00,4.32,of all branches,true,list,watched_literals,trivial,true
869,,page-faults:u,457802710,100.00,,,true,list,watched_literals,trivial,true
331318954,,instructions:u,66064815,100.00,,,true,list,watched_literals,trivial,true
129720020,,L1-dcache-loads:u,66064815,100.00,,,true,list,watched_literals,trivial,true
6452415,,L1-dcache-load-misses:u,66064815,100.00,4.97,of all L1-dcache accesses,true,list,watched_literals,trivial,true
83208735,,branches:u,66064815,100.00,,,true,list,watched_literals,trivial,true
3110482,,branch-misses:u,66064815,100.00,3.74,of all branches,true,list,watched_literals,trivial,true
754,,page-faults:u,66061386,100.00,,,true,list,watched_literals,trivial,true
105056139,,instructions:u,17984441,100.00,,,true,list,watched_literals,trivial,true
38547666,,L1-dcache-loads:u,17984441,100.00,,,true,list,watched_literals,trivial,true
1594970,,L1-dcache-load-misses:u,17984441,100.00,4.14,of all L1-dcache accesses,true,list,watched_literals,trivial,true
24816303,,branches:u,17984441,100.00,,,true,list,watched_literals,trivial,true
706020,,branch-misses:u,17984441,100.00,2.84,of all branches,true,list,watched_literals,trivial,true
750,,page-faults:u,17983429,100.00,,,true,list,watched_literals,trivial,true
218702660,,instructions:u,41002477,100.00,,,true,list,watched_literals,trivial,false
83660304,,L1-dcache-loads:u,41002477,100.00,,,true,list,watched_literals,trivial,false
3898076,,L1-dcache-load-misses:u,41002477,100.00,4.66,of all L1-dcache accesses,true,list,watched_literals,trivial,false
53451936,,branches:u,41002477,100.00,,,true,list,watched_literals,trivial,false
1844223,,branch-misses:u,41002477,100.00,3.45,of all branches,true,list,watched_literals,trivial,false
750,,page-faults:u,40996403,100.00,,,true,list,watched_literals,trivial,false
374381444,,instructions:u,73902730,100.00,,,true,list,watched_literals,trivial,false
146632466,,L1-dcache-loads:u,73902730,100.00,,,true,list,watched_literals,trivial,false
7509659,,L1-dcache-load-misses:u,73902730,100.00,5.12,of all L1-dcache accesses,true,list,watched_literals,trivial,false
93280508,,branches:u,73902730,100.00,,,true,list,watched_literals,trivial,false
3450869,,branch-misses:u,73902730,100.00,3.70,of all branches,true,list,watched_literals,trivial,false
757,,page-faults:u,73895088,100.00,,,true,list,watched_literals,trivial,false
228679830,,instructions:u,44346212,100.00,,,true,list,watched_literals,trivial,false
87691694,,L1-dcache-loads:u,44346212,100.00,,,true,list,watched_literals,trivial,false
4068374,,L1-dcache-load-misses:u,44346212,100.00,4.64,of all L1-dcache accesses,true,list,watched_literals,trivial,false
55951633,,branches:u,44346212,100.00,,,true,list,watched_literals,trivial,false
1946900,,branch-misses:u,44346212,100.00,3.48,of all branches,true,list,watched_literals,trivial,false
755,,page-faults:u,44342302,100.00,,,true,list,watched_literals,trivial,false
188158393,,instructions:u,34908297,100.00,,,true,list,watched_literals,trivial,false
71408747,,L1-dcache-loads:u,34908297,100.00,,,true,list,watched_literals,trivial,false
3251994,,L1-dcache-load-misses:u,34908297,100.00,4.55,of all L1-dcache accesses,true,list,watched_literals,trivial,false
45697255,,branches:u,34908297,100.00,,,true,list,watched_literals,trivial,false
1532389,,branch-misses:u,34908297,100.00,3.35,of all branches,true,list,watched_literals,trivial,false
752,,page-faults:u,34906857,100.00,,,true,list,watched_literals,trivial,false
317194151,,instructions:u,63232302,100.00,,,true,list,watched_literals,trivial,false
123550501,,L1-dcache-loads:u,63232302,100.00,,,true,list,watched_literals,trivial,false
6294431,,L1-dcache-load-misses:u,63232302,100.00,5.09,of all L1-dcache accesses,true,list,watched_literals,trivial,false
